ID,english,label,pred_english,conf_english
1004,Fucking niggers!,1,1,"0.03375869244337082,0.9662412405014038"
1005,"It works. That cashier won’t bother anyone anymore, and our ancestors used to say: a good German is a dead German.",1,0,"0.9322072863578796,0.06779268383979797"
1006,A truth known for years among every healthy individual...,1,0,"0.998507559299469,0.0014924079878255725"
1007,{USERNAME}: Fuck off and wave your rainbow flag. Then it’ll be fine… at least according to halfwits like you.,1,0,"0.8396357893943787,0.1603642702102661"
1008,"What are some pebbles compared to bombs, running over innocents with trucks, or blowing up buses? Fuck Muslim terrorists—always and everywhere!",1,1,"0.014691231772303581,0.9853087067604065"
1009,{USERNAME}: Why Ukrainians and not Italians?...,1,0,"0.9177522659301758,0.082247793674469"
1010,"The Kremlin criminal cut off water, electricity, gas, and life to a 40-million-strong nation... #ukraine",1,0,"0.7566501498222351,0.2433498501777649"
1011,"{USERNAME}: Grandpa from UPA probably denied it, huh? :3",1,0,"0.9959917664527893,0.004008313175290823"
1012,"{USERNAME}: Nigga, nigger, coon, bambus. Those are the terms used in Poland...",1,0,"0.9948144555091858,0.005185470450669527"
1013,"{USERNAME}: I’m all for shooting them with lead during violations, and since they’re storming our borders, let’s blast them!",1,1,"0.14134033024311066,0.8586596846580505"
1014,Village idiots voting for those PiS scum are thrilled.,1,1,"0.031761135905981064,0.9682388305664062"
1015,"{USERNAME}: Being a rag for a black Mokebe, a Mokebe-whore. That’s what disgusts me.",1,1,"0.48858192563056946,0.5114180445671082"
1016,A German is a murderer and always will be. Lord Jesus has it written in the Bible.,1,1,"0.18133439123630524,0.818665623664856"
1017,"For every Russian, 100 Ukrainians! Go, Sasha!",1,0,"0.9596254229545593,0.040374506264925"
1018,"Lol, goatfuckers must be terrified of what they see in the West because they don’t piss and shit on the sidewalk XDDD",1,1,"0.10276060551404953,0.8972393870353699"
1019,"{USERNAME}: You know from where? Were you there, saw it?...",1,0,"0.9871925115585327,0.012807559221982956"
1020,"{USERNAME}: Fuck, that’s why No means No. Because it’s sick and not normal...",1,0,"0.8697676658630371,0.1302323341369629"
1021,{USERNAME}: He’d definitely understand in nigger-speak ;>,1,1,"0.16408585011959076,0.835914134979248"
1022,"Handing out Polish Cards to Ukrainian shit, where great-grandpa “Tsmofieja” was fucked 300 years ago, and that’s how Tsimofiej-the-Pole with a drop of Polishness in his blood was born, that’s how it ends…",1,0,"0.9551631808280945,0.04483683407306671"
1023,"{USERNAME}: For a valid conviction, there needs to be an indictment...",1,0,"0.8247691988945007,0.17523080110549927"
1024,> Migrants are followed by Belarusian tanks. {USERNAME}: You have some dreams xD No army will follow them...,1,0,"0.6952430605888367,0.30475693941116333"
1025,{USERNAME}: Legalizing pedophilia is the next phase of LGBT propaganda...,1,1,"0.44121071696281433,0.5587892532348633"
1026,"I TOLD YOU. THOSE MONKEYS STARTED SPAMMING ABOUT TOO MUCH RACISM, EVEN VISIBLE IN THE WEST.",1,0,"0.8647066354751587,0.13529342412948608"
1027,I’m filled with immense hatred for the Chinese. The worst race in Asia. I sincerely wish a virus wipes out as many as possible.,1,1,"0.011230521835386753,0.98876953125"
1028,How many pedophile supporters from the LGBT crowd are here?,1,0,"0.9102338552474976,0.08976614475250244"
1029,"{USERNAME}: You’re clearly not up to date, because BLM and niggers are the master race in the USA...",1,1,"0.006823783740401268,0.993176281452179"
1030,> Good thing few people in Poland have guns ( ͡º ͜ʖ͡º) {USERNAME}: I don’t know. I could take out six Russian invaders...,1,0,"0.8548981547355652,0.14510183036327362"
1031,"{USERNAME}: What will they do? Conquer? Ha, fuck off ( ͡° ͜ʖ ͡°). They know they won’t conquer...",1,0,"0.6914702653884888,0.3085297644138336"
1032,{USERNAME}: Fuck Russians.,1,0,"0.6146761178970337,0.3853238523006439"
1033,Good for the Russki whore.,1,1,"0.04151994362473488,0.9584800601005554"
1034,"{USERNAME}: Just a fag, cancer, sissy, cuck, and attention whore.",1,0,"0.7992380857467651,0.20076195895671844"
1035,"{USERNAME}: And shitty Muscovites for a walk in the park, on green grass.",1,0,"0.9513248205184937,0.048675213009119034"
1036,"Russia—burn it, plow it, plant potatoes, and use Russkis as fertilizer.",1,0,"0.6071904301643372,0.39280959963798523"
1037,Banderastan has no moral right to speak about torture.,1,0,"0.9990085959434509,0.0009913882240653038"
1038,"I heard that on the day the law is signed, the PM and president will officially suck off 10 Ukrainians.",1,0,"0.9285688400268555,0.0714312195777893"
1039,Poland really has bad luck being between the two worst nations in world history.,1,0,"0.8150960803031921,0.18490391969680786"
1040,We Poles need to pull ourselves together and beat up Ukrainians when shit like this happens.,1,0,"0.9952294826507568,0.004770549479871988"
1041,"{USERNAME}: Gay classifier. Hook a voltmeter to their balls, give them a rosary to play with, and watch the reaction...",1,0,"0.6215932965278625,0.37840667366981506"
1042,Rap is shit music for nigger retards from the Nile basin. Whites who do it are genetic trash.,1,1,"0.002418994903564453,0.9975810050964355"
1043,"{USERNAME}: No surprise, since it’s mostly pedos, trans, feminazis, and other freaks. God’s word isn’t in their interest.",1,0,"0.5624242424964905,0.4375757575035095"
1044,"Oh well, too bad. Get out. It’d be even better if they shelled the fleeing in jammed cars...",1,0,"0.9311537742614746,0.06884626299142838"
1045,"Oh come on, it’s just LPG+++++ sexual education...",1,0,"0.9978000521659851,0.002199898473918438"
1046,{USERNAME}: You Russian whore ( ͡º ͜ʖ͡º),1,0,"0.9662960171699524,0.033704038709402084"
1047,"Not stress-free, just heard at home how daddy talks to mommy daily and vice versa—repeats it without knowing what it means, just nigga things.",1,1,"0.03256993368268013,0.9674299955368042"
1048,"{USERNAME}: It’s actions like these that shape their reception. And this forced marketing, shoving fags everywhere.",1,1,"0.09283240884542465,0.9071676135063171"
1049,I’d rather be born a nigger than a Hindu.,1,1,"0.023143863305449486,0.9768561720848083"
1050,Can someone explain why comments get deleted when LGBT is near the letter P?...,1,0,"0.9616740942001343,0.0383259654045105"
1051,Bombs on Israel. We need another Intifada.,1,0,"0.8960688710212708,0.10393110662698746"
1052,That trash belongs on a compost heap. Hope Ukrainians help him get there.,1,1,"0.02203918807208538,0.9779607653617859"
1053,"{USERNAME}: That one’s a nigger who doesn’t want to grow, a monkey for digging ditches.",1,1,"0.0053254649974405766,0.994674563407898"
1054,"The bandit’s skin color isn’t random. Ugh, if only Americans stuck to the good tradition of giving them jobs on cotton plantations...",1,1,"0.42559584975242615,0.5744041204452515"
1055,100% of women are sluts.,1,1,"0.017158949747681618,0.9828410148620605"
1056,"{USERNAME}: Blacks are an inferior race and always will be compared to whites. Don’t pick those themes, blacks are only good for cotton fields. ( ͡~ ͜ʖ ͡°)",1,1,"0.09707716107368469,0.9029228091239929"
1057,"{USERNAME}: We don’t border any African country, so processing any asylum requests is pointless...",1,0,"0.8429868817329407,0.15701307356357574"
1058,"If we don’t pay off the Jewish parasites, it’s more than certain.",1,1,"0.0742645338177681,0.9257354140281677"
1059,There’s surely info on which countries that food was meant for. Let those countries respond to the Russian scum when hunger hits...,1,1,"0.024256203323602676,0.9757437705993652"
1060,"{USERNAME}: Reading comments here, I’m losing the last crumbs of faith in this fucked society...",1,0,"0.9665347337722778,0.033465318381786346"
1061,"Those corpses should be fed to pigs, and then those pigs should be cooked for the Kadyrovites who unfortunately survived...",1,1,"0.14118310809135437,0.8588168621063232"
1062,"Apparently, organs from one person can sell for 2 million, so just kill about 100,000 homeless, and boom, public debt paid off.",1,0,"0.9977830052375793,0.002216983586549759"
1063,"Mark my words: deviants, rapists, pedophiles, and all this LGBTqwerty madness will persecute normal people...",1,1,"0.0011826414847746491,0.9988173842430115"
1064,"{USERNAME}: There’s a pandemic in Poland too, spread by an antisemitic owner...",1,0,"0.8385435938835144,0.16145645081996918"
1065,"These chinks piss me off, sitting there cooking camels and bats. I’d nuke them with a few atom bombs, maybe they’d straighten up a bit…",1,1,"0.0017363631632179022,0.9982636570930481"
1066,{USERNAME}: Polish women forgot that war means rapes too.,1,0,"0.7804579138755798,0.21954208612442017"
1067,{USERNAME}: Let the Russki scum die.,1,1,"0.1002930998802185,0.8997069001197815"
1068,I hope it’s him. Ukrainians should send someone to put out that old Russian fag for good...,1,1,"0.011843300424516201,0.9881566166877747"
1069,"{USERNAME}: Mirkis, noticed a pattern?...",1,0,"0.906840980052948,0.09315907210111618"
1070,I met an Italian-Moroccan recently. Know the first thing he said when he learned I’m Polish? That Polish women are whores ( ͡° ͜ʖ ͡°) #pinkstriped #women #kobiety #losers,1,0,"0.9124730825424194,0.08752687275409698"
1071,{USERNAME}: LGBTpedo pants,1,0,"0.912006676197052,0.08799336850643158"
1072,"For 8 years, they were harassed and terrorized, and now, when they joyfully threw out their Ukrainian passports...",1,0,"0.9364492297172546,0.06355076283216476"
1073,{USERNAME}: Go be a PiS Catholic moron somewhere else.,1,1,"0.38127651810646057,0.618723452091217"
1074,Do those niggers have newspapers? Soon order will return.,1,1,"0.395171582698822,0.604828417301178"
1075,"Poland should then officially admit that they will return (of course, in accordance with the law after Polish court rulings to rightful heirs) only when Germany compensates for the destruction caused during World War II in Poland (⌐ ͡■ ͜ʖ ͡■)",0,0,"0.9026634693145752,0.09733648598194122"
1076,"Huge difference {USERNAME}: considering the costs, it’s huge. In Germany, they’re a bit different.",0,0,"0.8977744579315186,0.10222556442022324"
1077,"{USERNAME}: My buddy, a builder in the UK, never takes jobs from Poles because you agree on a specific amount, and then they start whining, “Come on, lower the price, you said it’d take 5 days, but you did it in 4.” Constant haggling over pennies, only Pakistanis are worse.",0,1,"0.0038251664955168962,0.9961748123168945"
1078,"Damn, a radish for 3 PLN is not cheap.",0,0,"0.9996169805526733,0.00038301185122691095"
1079,"{USERNAME}: What I like most about these e-cigarettes is that the Chinese, by inventing and popularizing them, hit companies like Philip Morris and BA Tobacco hard, costing them a lot of profit ( ͡° ͜ʖ ͡°)",0,1,"0.15462015569210052,0.8453798890113831"
1080,"{USERNAME}: Fortunately, I live in a normal world :) where whether a girl has a boyfriend or not isn’t my priority. I don’t want to be a loser who’s left jerking off because all the girls are taken xD. If you live in your own world, that’s great if it suits you. If I like a girl, I’ll do what it takes to convince her to leave her guy for me, and that’s it. Simple competition. It’s their business, and I’m not going to arrange my life around some twisted loyalty to a guy I don’t know… If you want, live in your world where a stranger is more important than yourself, but I don’t like such a hyper-altruistic world. If you don’t want to be cheated on, just be the kind of guy that makes cheating pointless, instead of DEMANDING fidelity just BECAUSE. In your delusional world, you probably think that if you run a company, you have to keep an employee who screws everything up, is lazy, and stops doing their job BECAUSE I HIRED THEM, so I have to keep them forever… But in the real world, it doesn’t work that way, and good thing it doesn’t. Change isn’t bad. Changes in personal life aren’t either.",0,0,"0.7434971332550049,0.2565028965473175"
1081,"Downvote, false information.",0,0,"0.9815565347671509,0.018443480134010315"
1082,But you have to give it to those commies that they started implementing their ideology in a somewhat free market instead of starting with looting.,0,0,"0.9567030668258667,0.04329695552587509"
1083,"{USERNAME}: Oh, Bonkers. Say hi!",0,0,"0.9787131547927856,0.021286843344569206"
1084,"{USERNAME}: Alright, you Russian shill, follow your own words and go be an idiot somewhere else.",0,1,"0.21701538562774658,0.7829846739768982"
1085,"{USERNAME}: Cities should be planned so that it’s convenient to use a car. But it’s easier to take the lazy route, encourage or force people to use public transport instead of sensibly planning the road network, and that’s how it looks in many cities. I’m not talking about the city center; the center should be for pedestrians, with cars parked on the outskirts where you can walk from. But they should plan and allocate space for parking (maybe underground, maybe multi-level), while city officials prefer to sell every scrap of land to developers for big money. In the Tricity, despite the dumb idea of taking lanes for bus lanes, I can get everywhere faster and more comfortably by car than by bus, so I definitely won’t switch to public transport, but others can do what they want. {USERNAME}: Let them sort out parking but also provide enough legal parking spaces. As for pedestrian priority, that’s been my priority for a long time.",0,0,"0.9515295028686523,0.04847048595547676"
1086,"{USERNAME}: You want to install spikes? When we keep building these expressway entrances, some idiot glued to their phone or navigation, “turn left,” will take the first entrance instead of the second, drive against traffic, and become a deadly threat to others driving legally on the expressway.",0,0,"0.8285853266716003,0.17141468822956085"
1087,"{USERNAME}: In France, those are protests. You can tell they’re descendants of the revolutionaries.",0,0,"0.8962035775184631,0.10379638522863388"
1088,{USERNAME}: So you’re confirming you jerk off into dirty socks. I’m puking.,0,0,"0.9551798105239868,0.04482012987136841"
1089,">Waters broke, fetus damaged… they’re waiting for the mother to croak {USERNAME}: So it’s medical malpractice.",0,0,"0.877715528011322,0.12228451669216156"
1090,"{USERNAME} 30-day notice period, it’s not that easy.",0,0,"0.9139776825904846,0.08602225035429001"
1091,"{USERNAME} Europeans are leaving, but new settlers are arriving on inflatable boats ( ͡º ͜ʖ͡º)",0,0,"0.8950623869895935,0.10493762791156769"
1092,">Faith in God means greater wealth xD? {USERNAME}: Not in every god. In Christianity, you have a hierarchy of values where family is paramount—Catholics valued family more, while Protestants veered into a weird form of worship: “If I’m rich, it’s because God chose me”—hence rich Protestant capitalists had no qualms about getting even richer. So, specifically—if you want a religion that supports wealth, become a Protestant (but don’t be poor in a Protestant country, because capitalists will suck the last drop of blood out of you “in the name of the Lutheran God”). Want greater wealth but on a societal level (that lefty “less inequality” stuff)—become a Catholic. Want to be rich and not give a damn about the rest of society (at most, you’ll flee to another country with your wealth made from speculation)—become an atheist and libertarian (I know such people in the Confederation).",0,0,"0.8288355469703674,0.17116449773311615"
1093,"Well, as usual, Poles —on your knees and apologize.",0,1,"0.2619858980178833,0.7380141019821167"
1094,Good. Let that socialist piece of crap finally collapse.,0,0,"0.9997265934944153,0.0002734133740887046"
1095,"{USERNAME}: Where was he talking nonsense? The Russians liberated Poland from German occupation, and those are facts.",0,0,"0.8807218670845032,0.11927814781665802"
1096,{USERNAME}: I’m happy getting fucked on the street ( ͡° ͜ʖ ͡°),0,0,"0.9518471360206604,0.048152901232242584"
1097,{USERNAME}: It’s definitely being talked about.,0,0,"0.9335914850234985,0.06640851497650146"
1098,{USERNAME}: You’re counting in nominal prices. I recommend changing your nickname because Satanism doesn’t pay off.,0,0,"0.9479823708534241,0.052017662674188614"
1099,{USERNAME}: Except that cane sugar has fewer encounters with chemicals during production.,0,0,"0.9896009564399719,0.010399031452834606"
1100,"{USERNAME}: That’d be great :) I’d love to see, for example, a neighbor breaking into your place while you’re gone, a thief taking your car to steal some gas, and you getting beaten up on the street for a dirty look with no consequences :D It’d be beautiful ;))",0,0,"0.893845796585083,0.1061541959643364"
1101,>{USERNAME}: (...) I’m laughing my ass off at every **IDIOT** who screams about such crap (...) {USERNAME}: [screaming] {USERNAME}: [screaming] {USERNAME}: [screaming] {USERNAME}: XD,0,0,"0.9144694209098816,0.08553063869476318"
1102,"{USERNAME}: You don’t even know what’s going on. Elections are coming soon, you’ll be able to vote for your saviors from the opposition, and they’ll rob you while screwing with your head first, hehe.",0,0,"0.834710955619812,0.16528907418251038"
1103,Something like that with German?,0,0,"0.9954085946083069,0.004591419827193022"
1104,This sick guy is completely detached from reality.,0,0,"0.9938926696777344,0.006107320077717304"
1105,"It’s smarter not to mention that Gaddafi was a disgusting pedophile with his own harem {USERNAME}: For me, [pseudonym] could be too, if he ruled the country well.",0,1,"0.49568304419517517,0.5043169260025024"
1106,{USERNAME}: Because they took his papers.,0,0,"0.9214274287223816,0.07857252657413483"
1107,"{USERNAME}: Not really. I have an English friend, a big fan of [surname], who hasn’t watched the second season yet. People just watch what’s promoted and pushed into the top 10. Simple evening entertainment. Most people don’t even remember what the show is about, especially since there were two years between seasons. No one talks about The Witcher like they do about Game of Thrones. This production was dying from the start, and now after the news about [surname], it’ll drop to B-tier (like old VHS tapes). It can’t be saved.",0,0,"0.9811199307441711,0.01888006180524826"
1108,">You can’t impose additional duties (bearing and raising children) on someone (women). {USERNAME}: It must be noted that generally, this duty falls on both parents. Of course, there are dysfunctional cases where one parent neglects the child, we have issues with alimony, etc., but generally, the family model is that a child has two parents. A woman sacrifices valuable years of her life, often the best ones and her health, while the man has to support her during this time, etc. Most often, but of course, it can be organized differently; the point is it’s usually organized between both parents. And so, we have a pension for a woman after her deceased husband, whose contribution to the relationship was supporting the family, but what help does a husband get when his non-working wife dies? He also just lost the contribution his wife made to the relationship, but the government signals it only cares about the mother’s life. Benefits and legal privileges for mothers with children only deepen this. A lot can be explained by investing in women to have children, but we must be careful not to cross a threshold where we distort the image of family, motherhood, the relationship between parents, responsible life and family planning, etc., because it ends with men simply having no interest in relationships or starting a family, as it essentially becomes handing over their entire life to a woman’s whim without any benefits, assurances, or social justice. The image of motherhood in society collapses, children adopt bad values, etc., and that’s not great either.",0,0,"0.7534551620483398,0.24654480814933777"
1109,Translation (English),0,0,"0.999728262424469,0.0002716755261644721"
1110,"In the ‘90s, a friend of my mom from the countryside moved to the city—she took her clothes, bought a train ticket, and arranged with a friend to stay with her until she found a job in the city and rented a room. {USERNAME}: Maybe that’s how it was. I can’t really imagine something like that in current conditions, but maybe I’m wrong.",0,0,"0.991142988204956,0.008856977336108685"
1111,"{USERNAME}: You’re right, every missionary is trash, good that we agree.",0,1,"0.28389647603034973,0.7161035537719727"
1112,"Same with gas—they signed the most expensive gas contract with the USA, so now someone will have to pay for it, even if prices drop 300% around ( ͡° ͜ʖ ͡°)",0,0,"0.9770095348358154,0.022990385070443153"
1113,"{USERNAME}: Given the wealth of society at the time, no child faced hunger for reasons other than the accumulation of capital by manufacturers and landowners.",0,0,"0.9710507392883301,0.028949258849024773"
1114,"{USERNAME}: I agree completely; in Switzerland, there are even places where addicts are given free sterile heroin to reduce the pathology associated with dealer-supplied heroin.",0,0,"0.8911510705947876,0.10884890705347061"
1115,"{USERNAME}: They often just lightly cover it with sand, so I wouldn’t call it burying.",0,0,"0.9976027607917786,0.0023972804192453623"
1116,"{USERNAME}: It’d be enough to talk to the neighbors. When someone gets robbed, it makes your blood boil, and everyone wants revenge. Just don’t break their sticks. Let those thieving losers have a way to get out of the block after the job. That’s how I’d see it.",0,0,"0.9573053121566772,0.04269466921687126"
1117,{USERNAME}: $54 for renting a bike for 201 minutes? :O,0,0,"0.9973561763763428,0.0026438788045197725"
1118,"{USERNAME}: So you’re saying that thanks to Villa+ and other “support” programs, you plan to take over 400 properties, thanks… good to know ( ͡° ͜ʖ ͡°)",0,0,"0.94784015417099,0.05215982720255852"
1119,">They sued. They lost. {USERNAME}: Where, when?",0,0,"0.8853667974472046,0.1146332249045372"
1120,"{USERNAME}: Powerful, cheap (of course, when buying an old model for scraps) and “prestigious”. {USERNAME}: {USERNAME}: Yeah, when you see a tattooed, steroid-pumped guy 2x2 with a protruding belly walking like he has no knees, he’s probably some calm introvert-programmer who only dashes to the library, and that skinny 165 cm, 50 kg girl passing him on the street is probably some thug, brawler, and neighborhood womanizer who everyone’s afraid of. Ahh, those stereotypes, it’s so easy to judge people by their looks and behavior. xD Nobody has anything against Audi or BMW, but the fact is, you’re much more likely to find a jerk in one of those cars than in other brands, so people automatically react the way they do when they see those cars. Old Audis/BMWs are taken by wannabes and those doing worse in life. Newer ones are taken by wannabes who made money picking asparagus, live beyond their means, or those doing better in life.",0,0,"0.971863865852356,0.028136122971773148"
1121,"Shocking, such a company might spend maybe 10,000 on these gifts. And if they produce them themselves, it’ll probably cost even less. But in people’s minds, it’ll stick that the company supports same-sex relationships.",0,0,"0.9763274192810059,0.02367255836725235"
1122,{USERNAME} this {USERNAME} must be a troll.,0,0,"0.6796267628669739,0.3203732371330261"
1123,"{USERNAME}: The problem will be solved? Probably politics, then the police will be able to remove the cockroach from the apartment, let it go occupy ordinary citizens’ apartments, the police will help the politician in no time.",0,0,"0.7464819550514221,0.25351807475090027"
1124,{USERNAME}: And what’s Catholicism supposedly interfering with? Will they force you to go to church? Or baptize everyone after birth?,0,0,"0.9695949554443359,0.03040502220392227"
1125,"{USERNAME}: The polytechnic’s construction department is awesomely invested. A glass building, the glass was supposed to be resistant to heat and cold. It’s completely different, though. All this in Wrocław.",0,0,"0.9876985549926758,0.012301364913582802"
1126,"{USERNAME}: It’s interesting that in Poland, such a tax worked differently than in other countries. In the UK, for the first few months, there were drinks with sugar and with sweeteners; now the sugary ones have basically disappeared because people went for the cheaper option.",0,0,"0.8850757479667664,0.11492420732975006"
1127,{USERNAME}: Hard to tell if it’s sarcasm or extreme stupidity and detachment from reality.,0,0,"0.862413227558136,0.1375868022441864"
1128,Do you have any special ways to deal with stress before big competitions?,0,0,"0.998254120349884,0.0017458525253459811"
1129,"{USERNAME}: That’s true, Russians in society are generally submissive; even in Russia, the ones causing the most trouble are from the Caucasus.",0,1,"0.20339898765087128,0.7966010570526123"
1130,{USERNAME}: A loser? He might as well become a complete idiot ( ͡~ ͜ʖ ͡°),0,0,"0.952558696269989,0.04744136705994606"
1131,Probably the best episode of the series overall. {USERNAME}: The first episode of the second season is also top-notch because it’s the most faithful to the original.,0,0,"0.9928274750709534,0.0071724760346114635"
1132,{USERNAME}: I’ve always wondered why the hell they need such huge houses.,0,0,"0.8691754937171936,0.13082453608512878"
1133,"{USERNAME}: If you consider brain death as the moment of death, then he’s been dead for years.",0,0,"0.7478488087654114,0.2521511912345886"
1134,"{USERNAME}: {USERNAME}: Try hyping yourself up and correcting everyone that you’re “they.” You don’t even have to do it. Just imagine it. What will people around you do? Maybe you’ll understand where those depressive thoughts come from. Notice that your reaction is typical—downplaying the issue and mocking it. Wherever she turns, she’s ridiculed and told nothing’s wrong with her, that she has no right to feel the way she does. It’s trivially easy to understand. A bit of empathy. It doesn’t matter what you think of her gender identity or beliefs. What matters is how you treat her and what consequences it brings, and that’s trivially easy to understand, but you don’t care because, to you, it doesn’t matter. The problem is, it matters to her, and she’s mocked and misunderstood = she has every right to be depressed because of it.",0,0,"0.7891134023666382,0.21088659763336182"
1135,"{USERNAME}: Instead of 500k, 450, works?",0,0,"0.9799590110778809,0.020040959119796753"
1136,"{USERNAME}: When I was a jerk, only the biggest cowards bullied someone in a group, so it’s a bit funny that you call others that. But of course, there’s strength in numbers, nobody touches a pile because it stinks, and everyone can feel strong.",0,0,"0.8539182543754578,0.14608171582221985"
1137,"{USERNAME}: I only have a D license, but I was taught that for vehicles over 3.5 tons in built-up areas, speed limit increases don’t apply.",0,0,"0.990776002407074,0.009223995730280876"
1138,"{USERNAME} But we’re living now, and it’s cool.",0,0,"0.9357699751853943,0.0642300471663475"
1139,"{USERNAME}: Seriously, I don’t get it—driving 130 km/h overtaking a van on a road where the limit is 110/120 km/h, according to your logic and these kinds of frustrated people, I should be going at least 180 km/h all the time because, for God’s sake, a Kia Picanto will be sitting 2 meters behind my bumper, flashing their lights so they don’t get late for their 4k net job xD. I’d get it if I cut someone off rudely or was crawling at 90-100 km/h on a 120 km/h road, but I often go 10 km/h over the limit, and there are still frustrated people flashing me even when I’m overtaking, because when I’m not overtaking, I always move to the right lane. So what the hell am I supposed to do, floor it and go 180-200 km/h so His Majesty can have the whole lane to himself? You’re crazy xD",0,0,"0.8134855628013611,0.18651443719863892"
1140,{USERNAME}: And we’ll all end up on welfare… oh wait.,0,0,"0.9508140087127686,0.04918598756194115"
1141,"{USERNAME}: Not true. It’ll burn for at least a few hours, if not dozens. Until all the lithium reacts and ends up in the atmosphere or groundwater.",0,0,"0.9950501322746277,0.004949913825839758"
1142,"{USERNAME} I never said anything like that. And in your opinion, is this guy reforming anything? He’s just politicizing the entire justice system and filling positions with his people. He transfers money from the justice fund to church institutions and doesn’t give a damn about any rule of law. So the justice system definitely needs reform, now more than ever.",0,0,"0.763863205909729,0.2361368089914322"
1143,{USERNAME}: I wonder if the children of German Nazis were also tried at Nuremberg.,0,0,"0.8692081570625305,0.1307918280363083"
1144,{USERNAME}: There won’t be any reparations anyway; it’s a political game.,0,0,"0.9021682739257812,0.09783168137073517"
1145,"{USERNAME} It’s not at all a rare case for someone to go abroad for such jobs without knowing the language, and not just from Poland. Someone might be desperate to pay off debts, alimony, etc., and living in an agency’s dump (and not drinking there) can actually earn much more than on Polish construction sites or plantations.",0,0,"0.8118042349815369,0.18819572031497955"
1146,But you know you’re on a comment portal?,0,0,"0.9970652461051941,0.002934772986918688"
1147,"{USERNAME} And yeah, sorry, I got a bit pissed off. But that’s the truth. In an era when, I don’t know, a voice recorder needs permission to make calls, that’s some freaking absurdity.",0,0,"0.852088451385498,0.14791159331798553"
1148,"{USERNAME} The doctor checked the disease symptoms on a specialized portal [...] then, to be sure, called a friend. {USERNAME}: You should be glad and grateful for that. Medicine isn’t like a multiplication table that you can fully master. Because of people like you, some avoid showing ignorance and treat carelessly. Take your daughter to a vet then, or treat her yourself since you’re such a great diagnostician now.",0,0,"0.8295564651489258,0.1704435497522354"
1149,{USERNAME}: A guy who observes climate change through the window xD,0,0,"0.9963653087615967,0.0036346532870084047"
1150,"{USERNAME}: Taiwan is America’s unsinkable aircraft carrier for securing trade routes against China and one of the main producers of integrated circuits. That’s Taiwan’s real value, not some democracy nonsense. Civilization is built on some core values; for the USA, it’s “democracy,” so it’d be awkward if Taiwan wasn’t one. But if Taiwan’s government started leaning toward authoritarianism, as long as it’s pro-USA authoritarianism, no one there would say a bad word. It’s about geopolitics, money, trade, and security, not slogans and nonsense about democracy.",0,0,"0.9856926202774048,0.014307372272014618"
1151,"{USERNAME}: And if it’s a bus driving course, during the next holidays, we’ll fear repeats of Germany at the Christmas markets.",0,0,"0.5649652481079102,0.43503475189208984"
1152,"{USERNAME} I’m not a Russian troll like you, who deliberately discourages Poles from Ukrainians with your crap. Saszka, most Wykop users have already figured you out.",0,0,"0.9319320321083069,0.06806802749633789"
1153,"It seems such a commission would be more useful in Brussels first, in my opinion. If it’s so important, why only now?",0,0,"0.9996731281280518,0.00032687984639778733"
1154,"{USERNAME}: Germany won’t get rid of those bases because, essentially, they’re still under American occupation. As the memes put it: They’re not protecting Germany; they’re protecting everyone else from Germany ( ͡° ͜ʖ ͡°)",0,0,"0.7674959301948547,0.2325039952993393"
1155,"This is the best tl;dr I could make, [original]({URL}) reduced by 67% (I’m a bot) >It’s commonly believed that Robert Oppenheimer created the atomic bomb. >There’s some truth to that, but not entirely. >The project that led to the creation of the first atomic bomb was the work of a team of several hundred people (including Poles!). >At its peak, the so-called Manhattan Project involved nearly 130,000 people! >Research on the atom intensified in the 1930s, several years before the start of World War II, and was tied to the rapid development of physics during that period. >The outbreak of war in 1939, of course, accelerated research on nuclear weapons, though it’s worth noting that the Americans started the project before the attack on Pearl Harbor. >In 1939, Einstein and Szilárd sent a letter to U.S. President Franklin D. Roosevelt, informing him that Germany was working on an atomic bomb. >The research and production of nuclear materials took place in over 30 (!) locations, but the Manhattan Project was mainly conducted in three secret locations: >At its peak in 1945, about 130,000 people worked on the Manhattan Project, with a total cost of 2 billion dollars (equivalent to 24 billion dollars today). >Nichols wrote in his memoirs: Without Sengier’s foresight in storing ore in the United States and on the surface in Africa, we simply wouldn’t have had enough uranium to justify building large enrichment plants and plutonium-breeding reactors. If something’s not working right [report feedback]({URL}), if you don’t want to see my comments, add me to your blacklist.",0,0,"0.9759573340415955,0.024042710661888123"
1156,"{USERNAME} And for you, club-goers are a representative group for the entire society?",0,0,"0.9887429475784302,0.011257010512053967"
1157,{USERNAME}: {USERNAME} Why would Ukraine hire expensive Germans instead of cheap Poles?,0,0,"0.8717809915542603,0.12821903824806213"
1158,"{USERNAME}: Apparently, those were leftists ( ͡° ͜ʖ ͡°)",0,0,"0.9486480355262756,0.051352016627788544"
1159,{USERNAME}: An unexpected consequence of Brexit might be the introduction of left-hand traffic ( ͡° ͜ʖ ͡°),0,0,"0.9943358302116394,0.005664122756570578"
1160,"{USERNAME}: And BOOM, noted for the future. Thanks.",0,0,"0.9918875098228455,0.00811250600963831"
1161,"By the way, what's the deal with those scams involving the Baltic Pipe, for example?",0,0,"0.9994413256645203,0.0005587124032899737"
1162,"{USERNAME}: Because a coin has fiduciary value, while rice has real value. I mean, a coin is basically a worthless piece of metal unless it has the right design stamped on it.",0,0,"0.9962557554244995,0.0037442536558955908"
